description,name,date
"Generating images from text, upscaling images, generating better prompts for Stable Diffusion. Requires logging in with email to start using it. A node based AI tool
Allows connecting the above models into custom computation graphs such as Text -> Prompt gen, Stable Diffusion -> Upscaler, etc. You can also connect multiple Stable Diffusion blocks one after another, conditioning the next model on the previous models output!
",Takomo,2022-12-08T11:08:37Z
"AI image and video generator. Also has a new feature with training on your photos.
",Stableboost,2022-11-09T06:55:28Z
"The improved version of model generating photorealistic and artistic images from text
",Stable Diffusion 2.1,2022-12-08T09:16:18Z
"This website is a free, open-source guide on prompt engineering. 
",Learn prompting,2022-12-08T07:49:50Z
"Diffusion model for creating low quality 3D object from text. Works on Stable Diffusion 1.5
",SJC,2022-12-08T07:37:57Z
"Stable Diffusion v1.5 model trained to generate cute character portraits and full body concepts. Use 'coralchar' keywords in prompts
",SD Style. CoralChar Diffusion,2022-12-06T17:01:53Z
"Automatically convert audio and video files and live audio streams to text with AssemblyAI's Speech-to-Text APIs. Do more with Audio Intelligence - summarization, content moderation, topic detection, and more. Powered by cutting-edge AI models.
",AssemblyAI,2022-12-05T08:32:07Z
"A text model trained for chatting and interacting in a conversational way. The dialogue format makes it possible for ChatGPT to answer followup questions, admit its mistakes, challenge incorrect premises, and reject inappropriate requests.
",ChatGPT,2022-12-05T07:59:26Z
"A model can animate a variety of objects, including talking faces, human bodies, and pixel animations
",Thin-Plate Spline Motion Model for Image Animation,2022-12-01T14:18:43Z
"Bring portraits to life with AI magic. Instantly. Animate images
",Tokkingheads,2022-12-01T10:14:28Z
"A novel framework for recovering a 3D object from a single reference image. No demo yet
",NeuralLift-360,2022-11-30T11:35:30Z
"Finetuned Stable Diffusion model trained on Dreambooth. Vaguely inspired by Gorillaz, FLCL, and Yoji Shinkawa. Use _nvinkpunk_ in your prompts.
","Sd Style. Inkpunk Diffusion
",2022-11-30T12:51:35Z
"Finetuned Stable Diffusion model trained on  184 training images through 8000 training steps, 20% Training text crafted by Jak\_TheAI\_Artist.
Include Prompt trigger: ""voxel-ish"" to activate.
Tip: add ""intricate detail"" in prompt to make a semi-realistic image.
",SD Style. Jak's Voxel-ish Image Pack v.1.2 ,2022-11-30T13:18:57Z
"AI powered platform to generate high quality game assets using text and images 

",Mirage,2022-11-30T08:35:12Z
"No demo yet.

A new text-to-3D content creation tool that creates 3D mesh models with unprecedented quality.
",Magic3D ,2022-11-22T09:27:03Z
" An AI-generated photography platform 
",PixelVibe,2022-11-25T08:14:06Z
"With SnapshotAI you can turn existing images into new and unique AI-generated images and artworks. 
",SnapshotAI,2022-11-28T12:25:31Z
"This is the fine-tuned Stable Diffusion model trained on images from the TV Show Arcane. Use ‘arcane style’ in the prompt.
",SD Style. Arcane Diffusion,2022-11-15T11:08:14Z
"Stable Diffusion Plugin for Unreal Engine 5: create images from text right in the 3D software
",UE5-Dream,2022-11-21T04:03:50Z
"An integrated large-scale model training system with efficient parallelization techniques.
[Colosssal-AI](https://github.com/hpcaitech/ColossalAI) also provides a faster and lower cost solution for pretraining and fine-tuning for AIGC (AI-Generated Content) applications such as the model [stable-diffusion](https://github.com/CompVis/stable-diffusion) from [Stability AI](https://stability.ai/).
",Colossal-AI ,2022-11-21T04:02:04Z
" A multiplayer for collaborative AI gamified project, where people create images from text on one canvas
",Stable Diffusion Multiplayer,2022-11-20T23:47:12Z
"Upload 10-25  photos and generate AI-images of you in different historical epochs.
",AI Time Machine,2022-11-20T11:59:05Z
"The improved version of model generating photorealistic and artistic images from text
",Stable Diffusion 2.0,2022-11-24T07:48:36Z
"Creating images from text, works with Russian language. Also has inpainting feature
",Kandinsky 2.0,2022-11-23T17:05:13Z
"Dreambooth model trained on ~35,000 custom tagged Magic: the Gathering art pieces, to 140,000 steps 
",SD Style. Fantasy Card Diffusion,2022-11-23T12:32:40Z
"A fine-tuned Stable Diffusion model trained on screenshots from The Clone wars TV series. Use ""clonewars style"" in the prompt.

",SD Style. Clone Diffusion,2022-11-23T10:58:16Z
"Generate images from text. This model can also perform image manipulations such as inpainting, outpainting, and structural editing.
",Paella,2022-11-23T11:35:45Z
"A UI tool to help you generate art (and experiment) with multimodal (text, image) AI models
",Peacasso,2022-11-23T08:54:55Z
"Generate an image from a text description. An ad powered website that allows you to do unlimited txt2img and img2img generations with the Stable Diffusion model, without censorship or credits that run out, it's the best solution that I've seen
",Dezgo,2022-11-22T15:02:47Z
"Change objects and subjects on image with text

",Text-based inpainting with CLIPSeg x Stable Diffusion,2022-11-22T07:20:19Z
"Dreambooth D&D model, trained for 30,000 steps on 2500 manually labelled images.
",SD Style. D&D,2022-11-15T11:14:05Z
"This model was trained using the diffusers based dreambooth training by ShivamShrirao using prior-preservation loss and the train-text-encoder flag in 9.000 steps. Use ‘modern disney style’ in the prompt.
",SD Style. Modern Disney,2022-11-15T11:18:25Z
"The first version was trained with James Daly 3's work. The second version was trained on 6 styles at once, it allows anyone to create unique but consistent styles by mixing any number of the tokens.
",SD Style. Comic Diffusion,2022-11-15T11:16:07Z
"Use ""clazy style"" (without quotation marks) in prompt for the model to kick-in. At the moment need more finetuning, seems to have problems with mouths. Put ""open mouth"" in the negative prompt to mitigate this effect.
It should work with animals too, but since it was trained on human subjects you need to add brackets. Like this for example: [clazy style:10] where 10 is the sample you want the model to kick-in, the first 10 samples will be dedicated to generate some noise of the actual animal.  
",SD Style. Clazy model,2022-11-15T11:20:26Z
"It is the fine-tuned Stable Diffusion model trained on high resolution 3D artworks.
",SD Style. Redshift model,2022-11-15T11:32:24Z
"This is the fine-tuned Stable Diffusion model trained on screenshots from a popular animation studio. Use the tokens classic disney style in your prompts for the effect. Use ‘redshift style' in the prompt
",SD Style. Classic Animation,2022-11-15T11:34:18Z
"The model is able to produce a big range of subjects in pixel art style. ‘Use 'pixelsprite' or '16bitscene' in the prompt’
",SD Style. All in one Pixel model,2022-11-15T11:37:53Z
"Trained on three artsyles fine-tuned Stable Diffusion. Multi-style model includes archer, arcane and modern disney
",SD Style. Nitro Diffusion,2022-11-17T09:36:36Z
"GPT-3 Demo Showcase, 300+ Apps, Examples, & Resources

","GPT-3 Demo
",2022-11-18T07:40:44Z
"A platform that enables developers to build interactive 3D experiences up to 40% faster and more cost-effective than anyone else.
",Anything world,2022-11-18T07:16:17Z
"Create AI-generated game assets by training on a set of visuals
",Scenario,2022-11-21T09:06:12Z
"A large-scale text-to-image prompt gallery dataset based on Stable Diffusion
",DiffusionDB,2022-11-17T10:03:56Z
"A search for the next generation using generative AI. Instead of just links, Andi gives you answers - like talking with a smart friend.
",Andi Search,2022-11-17T10:10:49Z
"AI Library of tools with tags and filters
",Futurepedia,2022-11-17T08:42:37Z
"Multiple AI API's for text2image generations and training AI on your own photos

",Stable Diffusion & Dreambooth API,2022-11-17T09:16:44Z
"Image and video API for powerful visual experiences

",Cloudinary,2022-11-17T09:36:15Z
"Easy-to-use local installation of Desktop text2image app generation. Currently, Artroom only supports NVIDIA GPUs and have a recommended amount of 8GB VRAM (4GB minimum)
",ArtRoom,2022-11-17T08:27:37Z
"The first unified multi-flow multimodal diffusion framework. Versatile Diffusion can natively support image-to-text, image-variation, text-to-image, and text-variation, and can be further extended to other applications such as semantic-style disentanglement, image-text dual-guided generation, latent image-to-text-to-image editing, and more. Future versions will support more modalities such as speech, music, video and 3D.
",Versatile Diffusion,2022-11-16T08:54:16Z
"List of all public apps, developer tools, guides and plugins for Stable Diffusion.
",Stable Diffusion Database,2022-11-16T08:40:41Z
"Edit images and videos with text. It analyses the content and transforms it based on your text
",Text2LIVE,2022-11-16T08:32:13Z
"Improved text to image generation model, creates images from noise
",New VQ Diffusion version,2022-11-15T19:28:51Z
"AI platform that creates charts, graphs, diagrams and more in seconds 
",Chula,2022-11-15T19:25:26Z
"Custom Stable Diffusion model trained on Paper Cut images.
Use '**PaperCut' **in your prompts.
",SD Style. PaperCut,2022-11-08T18:43:02Z
"This model trained based on Stable Diffusion 1.5 model to create isometric cities, venues, etc more precisely. 
Use ""**an illustration of an isometric city, digital art, highly detailed**"" in your prompts.
",SD Style. IsoArchitecture,2022-11-10T01:16:22Z
"Prompt helper for [novelAI](https://library.phygital.plus/details?recordId=recLRVftB0HbrwohL)
",Magic Generator,2022-11-12T19:29:27Z
"This is a browser-based front-end for AI-assisted writing with multiple local & remote AI models. It offers the standard array of tools, including Memory, Author's Note, World Info, Save & Load, adjustable AI settings, formatting options, and the ability to import existing AI Dungeon adventures. 
",KoboldAI,2022-11-12T19:26:24Z
"A platform for creating textual and visual content for marketing: posts, emails, blogs
","Jasper
",2022-11-14T06:41:40Z
"A collection of AI tools with filters, mainly focuses on generative image AI models
",Ai Tools Library,2022-11-11T13:00:08Z
"AI-powered avatar maker. Train AI on your own photos and make portraits and images of people or pets
",Profile Picture,2022-11-11T08:15:24Z
"AI-assisted image generation tool to help you create images
",Draw Things: AI Generation,2022-11-11T08:51:54Z
